title,genres,runtime,vote_average,vote_count,year
Poltergeist III,"['horror', 'thriller']",98.0,4.6,127.0,1988
The Exorcist,"['drama', 'horror', 'thriller']",122.0,7.5,2046.0,1973
Exorcist II: The Heretic,"['horror', 'thriller', 'fantasy']",118.0,4.5,137.0,1977
The Exorcist III,"['thriller', 'horror', 'mystery']",110.0,6.1,135.0,1990
Lethal Weapon,"['adventure', 'action', 'comedy', 'thriller', 'crime']",110.0,7.0,1367.0,1987
Lethal Weapon 2,"['action', 'adventure', 'comedy', 'crime', 'thriller']",114.0,6.7,1066.0,1989
Lethal Weapon 3,"['adventure', 'action', 'comedy', 'thriller', 'crime']",118.0,6.4,824.0,1992
Gremlins,"['fantasy', 'horror', 'comedy']",106.0,6.9,1629.0,1984
Gremlins 2: The New Batch,"['comedy', 'horror', 'fantasy']",106.0,6.3,664.0,1990
The Goonies,"['adventure', 'comedy', 'family']",114.0,7.4,1563.0,1985
The Mask of Zorro,"['action', 'adventure']",136.0,6.3,1211.0,1998
Polish Wedding,"['comedy', 'drama']",105.0,5.4,18.0,1998
"This World, Then the Fireworks","['crime', 'drama', 'thriller']",100.0,0.0,0.0,1997
Soylent Green,"['mystery', 'science fiction', 'thriller']",97.0,6.8,305.0,1973
Metropolis,"['drama', 'science fiction']",153.0,8.0,666.0,1927
Back to the Future Part II,"['adventure', 'comedy', 'family', 'science fiction']",108.0,7.4,3926.0,1989
Back to the Future Part III,"['adventure', 'comedy', 'family', 'science fiction']",118.0,7.1,2978.0,1990
The Poseidon Adventure,"['action', 'adventure']",117.0,7.3,274.0,1972
Freaky Friday,"['fantasy', 'comedy', 'family']",95.0,6.3,64.0,1976
The Absent-Minded Professor,"['comedy', 'family', 'science fiction']",96.0,6.7,41.0,1961
The Apple Dumpling Gang Rides Again,"['comedy', 'family', 'western']",88.0,6.3,18.0,1979
Babes in Toyland,"['fantasy', 'science fiction', 'family']",106.0,5.8,18.0,1961
Bambi,"['animation', 'drama', 'family']",70.0,6.8,1450.0,1942
Seven Samurai,"['action', 'drama']",207.0,8.2,892.0,1954
Dangerous Liaisons,"['drama', 'romance']",119.0,7.1,267.0,1988
Dune,"['action', 'science fiction', 'adventure']",137.0,6.5,576.0,1984
The Last Temptation of Christ,['drama'],164.0,7.0,206.0,1988
The Godfather: Part III,"['crime', 'drama', 'thriller']",162.0,7.1,1589.0,1990
The Rapture,"['mystery', 'drama']",100.0,6.4,15.0,1991
Lolita,"['drama', 'romance']",137.0,7.0,288.0,1997
Disturbing Behavior,"['mystery', 'horror', 'science fiction']",84.0,5.5,104.0,1998
Jane Austen's Mafia!,"['comedy', 'crime']",84.0,5.4,52.0,1998
Saving Private Ryan,"['drama', 'history', 'war']",169.0,7.9,5148.0,1998
Billy's Hollywood Screen Kiss,"['comedy', 'romance']",92.0,5.2,11.0,1998
East Palace West Palace,['drama'],90.0,8.3,3.0,1996
The Million Dollar Duck,"['comedy', 'family']",89.0,5.7,13.0,1971
The Barefoot Executive,"['comedy', 'family']",96.0,5.2,10.0,1971
The Black Cauldron,['animation'],80.0,6.5,228.0,1985
The Black Hole,"['adventure', 'family', 'science fiction', 'action']",98.0,6.1,132.0,1979
Blackbeard's Ghost,"['fantasy', 'comedy', 'family']",106.0,6.9,42.0,1968
Blank Check,"['comedy', 'family']",93.0,5.1,87.0,1994
Candleshoe,['family'],101.0,7.0,28.0,1977
The Cat from Outer Space,"['comedy', 'family', 'science fiction']",104.0,5.6,27.0,1978
Cheetah,"['drama', 'family']",83.0,5.9,10.0,1989
The Computer Wore Tennis Shoes,"['comedy', 'family']",91.0,5.8,28.0,1969
Condorman,"['comedy', 'action', 'adventure']",90.0,5.6,37.0,1981
D2: The Mighty Ducks,"['action', 'comedy', 'drama', 'family']",106.0,5.8,135.0,1994
Darby O'Gill and the Little People,"['adventure', 'fantasy', 'science fiction', 'family']",93.0,6.7,35.0,1959
The Devil and Max Devlin,"['fantasy', 'comedy', 'science fiction', 'family']",96.0,6.3,6.0,1981
A Far Off Place,"['drama', 'adventure']",100.0,6.3,15.0,1993
Flight of the Navigator,"['family', 'science fiction', 'adventure']",90.0,6.9,227.0,1986
The Gnome-Mobile,"['fantasy', 'comedy', 'family']",85.0,5.8,23.0,1967
The Great Mouse Detective,"['comedy', 'animation', 'family']",74.0,6.9,334.0,1986
The Happiest Millionaire,"['comedy', 'drama', 'family', 'music']",172.0,5.8,8.0,1967
Herbie Goes Bananas,"['fantasy', 'comedy', 'family', 'adventure']",110.0,5.3,48.0,1980
Herbie Goes To Monte Carlo,"['romance', 'comedy', 'family', 'action', 'adventure']",105.0,5.9,65.0,1977
Hocus Pocus,"['comedy', 'family', 'fantasy']",96.0,6.5,491.0,1993
Honey I Blew Up the Kid,"['adventure', 'comedy', 'family', 'science fiction']",89.0,4.8,272.0,1992
"Honey, I Shrunk the Kids","['adventure', 'comedy', 'family', 'science fiction']",93.0,6.1,756.0,1989
Hot Lead & Cold Feet,"['action', 'comedy', 'family', 'western']",90.0,5.7,11.0,1978
In Search of the Castaways,"['action', 'adventure', 'drama', 'family']",98.0,6.2,20.0,1962
The Incredible Journey,"['adventure', 'family']",80.0,6.3,22.0,1963
The Negotiator,"['action', 'adventure', 'crime', 'drama', 'mystery', 'thriller']",140.0,6.8,593.0,1998
The Parent Trap,"['comedy', 'drama', 'family']",127.0,6.8,768.0,1998
BASEketball,['comedy'],103.0,5.9,150.0,1998
Full Tilt Boogie,['documentary'],97.0,7.0,19.0,1997
The Governess,"['drama', 'romance']",115.0,6.8,8.0,1998
Seventh Heaven,['drama'],91.0,4.7,3.0,1997
Roger & Me,"['documentary', 'history']",91.0,7.4,92.0,1989
The Purple Rose of Cairo,"['fantasy', 'comedy', 'romance']",82.0,7.3,206.0,1985
Out of the Past,"['drama', 'mystery', 'thriller']",97.0,7.6,111.0,1947
Doctor Zhivago,"['drama', 'romance', 'war']",197.0,7.4,252.0,1965
Fanny & Alexander,"['fantasy', 'drama', 'mystery']",188.0,7.3,138.0,1982
The Trip to Bountiful,['drama'],108.0,7.3,12.0,1985
Tender Mercies,"['drama', 'music', 'romance']",92.0,6.1,22.0,1983
And the Band Played On,['drama'],140.0,5.8,24.0,1993
The 'Burbs,"['comedy', 'horror', 'thriller']",101.0,6.6,312.0,1989
Fandango,"['comedy', 'drama']",91.0,6.6,39.0,1985
The Night Porter,['drama'],118.0,6.6,53.0,1974
Mephisto,['drama'],144.0,7.1,33.0,1981
Blue Velvet,"['crime', 'drama', 'mystery', 'thriller']",120.0,7.7,758.0,1986
The Journey of Natty Gann,['adventure'],101.0,6.4,27.0,1985
The Jungle Book,"['family', 'animation', 'adventure']",78.0,7.1,1791.0,1967
Kidnapped,"['action', 'adventure', 'drama', 'family']",97.0,6.4,6.0,1960
Lady and the Tramp,"['family', 'animation']",76.0,6.9,1241.0,1955
The Little Mermaid,"['animation', 'family']",83.0,7.2,1921.0,1989
The Mighty Ducks,"['comedy', 'family']",101.0,6.4,203.0,1992
The Muppet Christmas Carol,"['comedy', 'family', 'fantasy', 'drama']",85.0,7.2,217.0,1992
Newsies,"['drama', 'music', 'family']",121.0,6.2,66.0,1992
One Hundred and One Dalmatians,"['adventure', 'animation', 'comedy', 'family']",79.0,6.8,1643.0,1961
One Magic Christmas,"['family', 'fantasy']",88.0,5.7,15.0,1985
Peter Pan,"['animation', 'music', 'family', 'adventure', 'fantasy']",77.0,7.0,1380.0,1953
Popeye,"['action', 'adventure', 'comedy', 'family', 'music']",114.0,5.3,157.0,1980
The Rescuers Down Under,"['adventure', 'animation', 'crime', 'family', 'fantasy']",77.0,6.6,303.0,1990
The Rescuers,"['fantasy', 'family', 'animation', 'adventure']",78.0,6.7,609.0,1977
Return from Witch Mountain,"['adventure', 'fantasy', 'science fiction', 'family']",95.0,5.6,38.0,1978
The Return of Jafar,"['family', 'adventure', 'animation', 'romance']",69.0,5.7,447.0,1994
Return to Oz,"['adventure', 'family', 'fantasy']",109.0,6.6,122.0,1985
The Rocketeer,"['action', 'adventure', 'science fiction', 'family']",108.0,6.3,265.0,1991
The Shaggy D.A.,"['comedy', 'family']",91.0,5.4,15.0,1976
Sleeping Beauty,"['fantasy', 'animation', 'romance', 'family']",75.0,6.8,1332.0,1959
Something Wicked This Way Comes,"['fantasy', 'mystery', 'thriller']",95.0,6.6,38.0,1983
Son of Flubber,"['comedy', 'family', 'romance']",100.0,6.7,16.0,1963
Song of the South,"['family', 'music']",91.0,6.9,69.0,1946
Splash,"['comedy', 'fantasy', 'romance']",111.0,6.1,328.0,1984
Squanto: A Warrior's Tale,"['drama', 'family']",102.0,6.1,7.0,1994
Steamboat Willie,['animation'],8.0,7.4,76.0,1928
Tall Tale,['adventure'],98.0,6.6,15.0,1995
Tex,['drama'],103.0,5.9,9.0,1982
Tron,"['science fiction', 'action', 'adventure']",96.0,6.6,717.0,1982
Swing Kids,"['music', 'drama']",112.0,6.7,63.0,1993
Halloween: H20,"['horror', 'thriller']",86.0,5.7,306.0,1998
L.A. Story,"['comedy', 'drama', 'fantasy', 'romance']",95.0,6.4,88.0,1991
